Beras Bengawan (Kg),Beras Mentik (Kg),Beras Ir 64 (Kg),Gula Pasir Dalam Negri (Kg),Bimoli Botol / Kemasan (Sps) (620 Ml),Bimoli Botol/Kemasan (Sps) (2 Liter),Tanpa Merk / Minyak Curah (Kg),Daging Sapi Murni (Kg),Daging Ayam Broiler (Kg),Daging Ayam Kampung (Kg),Telur Ayam Ras / Petelur (Kg),Telur Ayam Kampung (Kg),Susu Kental Manis Merk Bendera (397 Gr/Kl),Susu Kental Manis Merk Indomilk (390 Gr/Kl),Susu Bubuk Merk Bendera (Instant) (400 Gr/Dos),Susu Bubuk Merk Indomilk (Instant) (400 Gr/Dos),Jagung Pipilan Kering (Kg),Garam Bata (Buah),Garam Halus (Kg),Tepung Segitiga Biru (Kw Medium) (Kg),Kacang Kedelai Eks Impor (Kg),Kacang Kedelai Lokal (Kg),Indomie Rasa Kari Ayam (Bungkus),Cabe Keriting (Kg),Cabe Biasa (Kg),Cabe Rawit (Kg),Bawang Merah (Kg),Bawang Putih (Kg),Ikan Asin Teri (Kg),Kacang Hijau (Kg),Kacang Tanah (Kg),Ketela Pohon (Kg),Kol/Kubis (Kg),Kentang (Kg),Tomat (Kg),Wortel (Kg),Buncis (Kg),Semen Gresik (40 Kg),Semen Tiga Roda (40 Kg),Semen Holcim (40 Kg),Semen Padang (40 Kg),Semen Tonasa (40 Kg),Semen Bosowa (40 Kg),Ikan Bandeng (Kg),Ikan Kembung (Kg),Ikan Tuna (Kg),Ikan Tongkol (Kg),Ikan Cakalang (Kg),Kayu Balok Meranti (4 X 10) (Btg),Papan Meranti (4M X 3Cm X 20Mm) (Lembar),Triplek (6Mm) (Lembar),Besi Beton 6 Mm (12/9M) (Btg),Besi Beton 8 Mm (12/9M) (Btg),Besi Beton 10 Mm (12/9M) (Btg),Besi Beton 12 Mm (12/9M) (Btg),Paku Ukuran 10Cm (Kg),Paku Ukuran 2 Cm (Kg),Paku Ukuran 3Cm (Kg),Paku Ukuran 4Cm (Kg),Paku Ukuran 5Cm (Kg),Paku Ukuran 7Cm (Kg),Gas Elpigi 3 Kg (Kg),Pupuk Kcl Non Subsidi (Kg),Pupuk Npk Non Subsidi (Kg),Pupuk Sp 35 Non Subsidi (Kg),Pupuk Urea Non Subsidi (Kg),Pupuk Za Non Subsidi (Kg)
10410,10067,8714,12430,12081,26559,11667,105518,27452,55040,17962,36242,9933,9667,38290,35880,5832,691,4333,7713,8427,8088,2214,26548,28286,53252,27598,47284,60445,17909,24380,3215,5624,12986,7622,10342,8392,49719,47871,47213,46717,46611,47734,25138,26479,31604,25422,26684,93500,102671,74439,21606,33213,51025,69876,13060,14637,13965,13612,13271,13242,17478,5685,6845,3699,3678,3255
10405,10072,8699,12406,12112,26608,11700,105548,27578,55230,18053,36224,9931,9661,38263,35867,5852,705,4329,7694,8432,8097,2212,26902,29043,55465,27720,47677,60393,17970,24323,3220,5655,13025,7773,10445,8351,49719,47965,47239,46438,46611,47734,25220,26342,31582,25472,26740,93266,100055,74430,21583,33204,50970,69486,13032,14623,14012,13613,13261,13136,17482,5697,6845,3698,3678,3255
10450,10090,8729,12408,12116,26590,11630,105447,27664,55149,18158,36217,9934,9652,38372,35970,5800,707,4342,7650,8449,8124,2219,27320,29020,56467,27717,47700,60519,17928,24384,3246,5669,12999,7784,10511,8360,49772,47711,47261,46891,46796,47840,25110,26316,31522,25149,26709,93448,102375,75042,21597,33218,51146,69424,13037,14664,14021,13600,13261,13141,17482,5618,6753,3644,3646,3241
10428,10105,8731,12410,12063,26569,11595,105457,27726,54842,18186,36187,9946,9650,38346,35958,5811,718,4374,7637,8445,8109,2217,27786,29326,56093,27844,47519,60278,17995,24384,3251,5728,12997,7740,10501,8443,49777,47876,47271,46935,46796,47840,25170,26300,31544,25454,26714,92916,102389,74911,21532,33097,51150,69886,13028,14646,14061,13603,13266,13104,17482,5631,6751,3634,3636,3240
10418,10070,8713,12404,12046,26586,11530,105505,27772,54947,18207,36195,9929,9657,38223,35831,5843,709,4404,7668,8433,8096,2217,27887,29491,56253,27691,47693,60347,17943,24341,3246,5629,12978,7661,10462,8469,49705,47777,47239,46761,46648,47691,25119,26363,31555,25472,26786,92994,102329,74486,21509,33181,51308,70143,13009,14633,14025,13572,13266,13097,17964,5566,6736,3664,3638,3250
10416,10065,8713,12422,11991,26618,11491,105427,28096,54973,18427,35954,9898,9676,38263,35862,5840,698,4362,7682,8425,8095,2208,29196,30745,57459,27734,48006,60602,18015,24306,3229,5576,13021,7741,10553,8365,49772,47797,47309,46630,46537,47745,25220,26448,31720,25527,26964,93032,103014,74453,21556,33194,51220,70043,12982,14579,13993,13581,13280,13095,17491,5617,6756,3637,3637,3241
10452,10068,8723,12428,12092,26602,11450,105432,28309,54945,18924,35745,9834,9668,38294,35990,5800,719,4327,7715,8379,8035,2218,30635,31631,57477,27774,48400,60676,18031,24173,3306,5588,13099,7846,10537,8376,49830,46842,46984,46932,46788,47929,25354,26533,31778,25564,26879,93264,101950,74356,21567,33210,51255,69971,13047,14622,14073,13612,13264,13116,17350,5639,6774,3647,3622,3243
10421,10103,8753,12421,11966,26644,11495,105638,28577,54960,19272,35917,9933,9678,38422,35955,5803,700,4356,7677,8433,8131,2204,31860,32367,57581,27513,47234,60980,18048,24230,3276,5577,13032,7792,10539,8433,49728,47901,46957,46848,46722,47862,24986,26379,31728,25413,26763,93175,102958,74311,22259,33160,50977,69914,13445,14639,14033,13610,13266,13086,17504,5620,6752,3608,3640,3236
10412,10076,8740,12414,11961,26604,11442,105707,28991,55124,19393,36114,9910,9681,38268,35839,5783,704,4389,7682,8402,8131,2208,31887,32743,57435,27513,47422,60941,18035,24196,3257,5636,13080,7812,10474,8374,49710,47302,46904,46457,46537,47713,25119,26468,31828,25526,26740,92396,100425,74514,21569,33204,50800,70081,13000,14591,14011,13612,13275,13081,17500,5646,6781,3625,3634,3230
10442,10115,8775,12434,11978,26630,11514,105632,28922,55004,19613,36085,9926,9672,38410,36006,5796,709,4365,7643,8418,8130,2221,32135,32756,57171,27358,47752,60897,18026,24224,3272,5691,13129,7848,10562,8494,49719,47876,46947,46630,46722,47904,25106,26400,31772,25445,26552,92526,100486,74486,21556,33259,51192,70138,12986,14607,14026,13609,13252,13090,17504,5643,6776,3617,3636,3224
10429,10120,8787,12435,11940,26595,11494,105684,28916,55250,19629,36067,9948,9663,38362,35980,5826,711,4413,7663,8440,8146,2213,31831,32257,56353,27463,47103,60726,18039,24138,3266,5726,13228,7829,10493,8529,49674,47871,46947,46848,46722,47915,25193,26479,31661,25431,26603,92526,100278,74425,21588,33194,51197,70224,12995,14628,14081,13636,13280,13090,17500,5643,6776,3617,3630,3230
10450,10122,8816,12436,11998,26582,11497,105620,29084,55150,19810,36095,9943,9669,38354,36133,5860,718,4440,7698,8432,8162,2211,32229,32644,55672,27202,47273,60793,18039,24191,3268,5691,13330,7797,10567,8702,49671,47790,46935,46750,46673,47870,25287,26452,31646,25486,26844,92954,99915,74505,21593,33187,51199,70168,13037,14644,14035,13600,13264,13109,17505,5707,6807,3648,3644,3251
10432,10110,8753,12461,11976,26574,11520,105779,29214,55395,20088,36216,9929,9656,38379,35976,5802,711,4363,7641,8423,8191,2210,32246,32891,53999,26614,47284,60741,18009,24129,3292,5666,13536,7808,10812,8776,49710,47881,46968,46848,46722,47862,25257,26613,31756,25608,26557,92336,100127,74449,21593,33220,51129,70053,13005,14678,14039,13627,13252,13090,17500,5665,6794,3613,3638,3244
10426,10108,8775,12532,11996,26582,11521,105598,29306,55408,19991,36285,9913,9677,38224,35848,5809,710,4374,7662,8433,8173,2212,32032,32091,52260,26446,46815,60776,18026,24211,3286,5633,13558,7805,10736,8655,49287,47797,46862,46413,46537,47755,25142,26553,31689,25617,26732,92257,99167,74542,21631,33187,51105,70024,13005,14641,14030,13613,13289,13081,17500,5730,7416,3703,3680,3255
10433,10122,8767,12430,11979,26530,11490,105672,29448,55425,20113,36076,9929,9680,37861,35784,5861,726,4402,7663,8448,8170,2211,31442,31749,51047,26358,46657,60793,17948,24187,3289,5642,13509,7660,10786,8710,49712,47895,47263,46543,46648,47913,25019,26404,31888,25561,26701,93007,100292,74603,21542,33170,51182,70377,13347,14686,14040,13633,13278,13082,17509,5773,6812,3645,3661,3256
10436,10134,8760,12420,11967,26474,11542,105787,29495,55257,20294,36547,9940,9690,37832,35722,5862,730,4382,7711,8481,8188,2213,31057,30977,50572,25932,46784,60347,18054,24279,3341,5738,13690,7721,10856,8806,49748,47969,47239,46457,47204,47977,24962,26409,31869,25631,26783,92967,99097,74691,21431,33230,51051,70065,12990,14484,13933,13518,13197,13037,17509,5652,7001,3718,3726,3329
10425,10111,8764,12454,12012,26540,11550,105766,29572,55368,20325,36044,9935,9692,38151,35716,5822,725,4384,7639,8473,8197,2216,30633,30095,49851,25928,46556,60467,18151,24259,3297,5689,13675,7641,10940,8741,49826,47948,47242,46283,46981,47907,24986,26376,31843,25522,26613,92822,100472,74467,21449,33416,51082,70548,13087,14637,14018,13604,13349,13118,17482,5695,6844,3644,3672,3242
10422,10131,8768,12444,12012,26499,11496,105917,29560,55570,20308,35976,9946,9666,38257,35794,5866,734,4409,7611,8437,8184,2214,30844,29985,49834,25874,46407,60907,18069,24108,3291,5693,13701,7635,11017,8856,49835,48041,47305,46674,47315,48032,24917,26447,31938,25345,26536,92901,100394,74364,21439,33103,51166,70476,13028,14673,14058,13632,13298,13095,17496,5657,6819,3626,3662,3230
10405,10111,8760,12447,11986,26488,11542,105733,29616,55561,20299,35972,9929,9675,38135,35706,5884,736,4443,7641,8400,8133,2214,30252,29209,49491,25799,46484,61010,18125,24099,3278,5642,13658,7573,10973,8735,49612,47866,47074,46457,47130,47383,24885,26726,31927,25470,26578,93127,100155,74444,21439,33079,51072,70399,13028,14655,14026,13636,13303,13090,17500,5684,6811,3674,3671,3240
10430,10124,8779,12430,11947,26589,11551,105842,29756,55728,20384,35980,9967,9690,38148,35663,5887,723,4396,7620,8466,8169,2216,28975,28166,49159,25638,46275,60842,18121,24121,3285,5723,13811,7372,11169,8711,49599,47721,47038,46239,47019,47202,24889,26557,31869,25522,26416,93318,100143,74561,21392,32910,51050,70519,12981,14638,14026,13605,13296,13077,17482,5680,6848,3651,3646,3229
10428,10130,8757,12434,12007,26544,11600,104914,29854,55759,20433,36145,9968,9700,38173,35690,5888,719,4423,7648,8478,8168,2214,28820,28050,48690,25521,46058,61092,18310,24284,3298,5762,13801,7247,11081,8601,49656,47680,47043,46521,47278,46295,24817,26468,31961,25522,26505,93447,98817,74519,21486,33070,51077,70534,13000,14673,14076,13678,13303,13090,17487,5705,6870,3667,3679,3255
10400,10149,8764,12426,11915,26539,11614,105779,29972,55801,20409,35981,9976,9699,38140,35719,5937,732,4500,7627,8410,8223,2215,28552,27797,49170,25668,45469,60719,18291,24343,3305,5897,13813,7286,11092,8762,49694,47714,47074,46239,46519,46500,24972,26580,32011,25729,26479,93892,99771,74650,21448,32986,51087,70597,13028,14639,14050,13633,13306,13101,17500,5746,6884,3712,3713,3291
10414,10149,8761,12391,11897,26508,11597,105889,29989,56048,20437,35958,9977,9702,38120,35673,5929,712,4459,7628,8409,8208,2217,28067,27567,48601,25502,45059,60773,18211,24241,3290,5950,13813,7241,11197,8750,49692,47680,47053,46313,46611,46523,24986,26600,31978,25835,26521,93900,99901,74667,21397,32962,51049,70587,13014,14701,14077,13659,13294,13090,17504,5667,6852,3661,3673,3263
10424,10124,8754,12412,11885,26573,11607,106156,30355,56294,20493,36045,9986,9702,38142,35708,5903,716,4395,7620,8413,8188,2217,27592,27343,46920,25243,44702,60816,18276,24233,3281,5896,14063,7197,11253,8789,49674,47701,46716,46313,46574,46500,24968,26605,32039,25735,26516,93633,99268,74648,21407,33042,51063,70644,13014,14701,14063,13673,13294,13072,17504,5690,6808,3636,3664,3249
10433,10149,8756,12400,11907,26538,11624,106254,30295,56111,20506,35895,9974,9695,38135,35708,5910,730,4485,7628,8381,8209,2217,27224,26731,45962,25082,44124,60911,18259,24276,3294,5877,13916,7138,11369,8872,49754,47763,46800,46354,46611,46523,25092,26563,31856,25655,26375,93507,99254,74729,21425,32995,51068,70654,13023,14669,14054,13650,13301,13096,17509,5690,6808,3642,3664,3253
10416,10161,8756,12393,11915,26478,11627,106271,30170,56326,20449,35935,9967,9689,38271,35816,5893,784,4510,7613,8380,8199,2220,27193,26772,46180,25004,44225,61093,18283,24148,3314,5911,14044,7183,11524,8849,49770,47947,46936,46739,46942,46679,25069,26598,32030,25639,26448,93885,100314,74710,21429,32948,51073,70631,13009,14707,14078,13661,13296,13077,17509,5702,6819,3637,3669,3255
10406,10129,8766,12397,11885,26483,11570,106318,29852,56133,20224,35939,9951,9694,38122,35676,5950,786,4498,7625,8439,8253,2217,26602,26118,46740,24523,42851,61092,18353,24164,3303,6295,13930,7439,11889,8559,49656,47722,46900,46354,46611,46523,25178,26749,32213,25815,26866,93807,100169,74694,21453,32877,51100,70683,13000,14696,14077,13664,13294,13067,17504,5689,6801,3654,3661,3246
10421,10121,8763,12382,11910,26517,11580,106162,29750,56381,20059,35920,9962,9710,38154,35676,5919,784,4429,7618,8471,8270,2222,25743,25364,46266,24536,42769,60881,18422,24207,3309,6400,14038,7616,12128,8586,49563,47680,46663,46519,46056,46402,25082,26760,32258,25815,26979,93567,100183,74676,21453,32863,51058,70692,12995,14692,14059,13636,13294,13067,17491,5689,6801,3654,3661,3247
10418,10107,8760,12393,11948,26517,11585,105997,29649,56467,19916,36085,9971,9720,38152,35712,5935,733,4482,7608,8492,8272,2220,25026,25003,42806,24680,42291,60726,18418,24306,3292,6375,13930,7743,12097,8556,49585,47691,46653,46438,46056,46453,25179,26611,32292,25835,26995,94180,99930,74759,21481,32877,51124,70591,12991,14673,14053,13643,13294,13086,17500,5708,6811,3664,3666,3249
10391,10114,8765,12360,11900,26543,11597,106083,29496,56341,19763,36007,9961,9709,38102,35632,5957,726,4489,7616,8459,8279,2221,24238,24439,38047,25002,41575,61084,18366,24272,3286,6355,13917,7927,12200,8558,49576,47670,46642,46313,46056,46128,24944,26405,32213,25755,26859,93487,99549,74713,21449,32792,51124,70601,12881,14596,14031,13645,13284,13072,17500,5514,6798,3562,3599,3213
10410,10120,8768,12363,11880,26474,11579,106040,29458,56332,19617,36007,9951,9698,38122,35616,5946,726,4458,7617,8495,8285,2225,23865,23417,35806,25091,41147,60971,18426,24257,3295,6423,13936,8106,12226,8456,49527,47615,46596,46313,46056,46116,24912,26415,32222,25734,26875,93534,99757,74684,21396,32910,51144,70820,12898,14630,14041,13661,13301,13086,17482,5508,6796,3545,3583,3210
10403,10094,8767,12351,11888,26479,11568,105971,29401,56217,19474,36048,9933,9695,38084,35636,5957,730,4503,7619,8447,8288,2223,23607,22914,35646,25343,40714,60911,18397,24246,3288,6452,13915,8219,12109,8386,49518,47577,46574,46229,46056,46116,25050,26656,32303,25732,26887,93487,99690,75290,21486,32925,51152,70841,12936,14670,14091,13696,13317,13118,17500,5667,6818,3610,3610,3209
10400,10122,8781,12368,11845,26332,11586,106015,29621,56060,19434,36390,9972,9715,38091,35680,5989,738,4503,7675,8496,8303,2222,23121,22567,35102,25739,40702,60319,18795,24326,3329,6569,13977,8300,12167,8391,49537,47577,46558,46167,46056,46128,25038,26659,32298,25594,26984,93500,99361,74869,21476,32956,51153,70815,12862,14524,13957,13585,13176,14084,17542,5626,6974,3691,3702,3288
10407,10080,8788,12378,11899,26464,11571,106428,29429,56270,19056,36090,9952,9701,38148,35756,5941,726,4417,7624,8482,8283,2227,22052,20249,32254,24903,40433,60924,18461,24349,3261,6413,13943,8073,12047,8138,49500,47577,46563,46104,46056,46116,25097,26737,32303,25755,26953,93447,98847,74613,21360,32892,51255,70981,12931,14661,14077,13700,13326,13099,17509,5645,6762,3563,3619,3188
10427,10114,8785,12361,11862,26464,11581,106669,29519,56447,18931,35913,9939,9696,38115,35636,5976,732,4438,7637,8478,8278,2221,22274,20391,32187,25043,40140,60959,18496,24267,3283,6362,13922,8034,11884,8176,49527,47577,46558,46104,46019,46105,25037,26572,32045,25740,26984,93500,99338,74687,21393,32925,51241,71214,13266,14673,14018,13655,13294,13095,17496,5686,6796,3610,3609,3159
10412,10125,8793,12347,11899,26484,11559,106632,29533,56296,18762,35935,9927,9681,38156,35630,6021,718,4502,7648,8460,8231,2222,21470,19789,31444,25019,38868,61226,18483,24241,3300,6323,13853,8000,11831,8038,49482,47577,46532,46208,46148,46128,25005,26763,32202,25790,27068,93500,99338,74752,21411,32962,51166,71096,12922,14637,14050,13668,13307,13095,17491,5675,6796,3610,3620,3162
10405,10116,8787,12337,11938,26515,11593,106560,29509,56412,18532,35972,9936,9697,38153,35649,6010,726,4437,7647,8445,8259,2218,21110,19733,31401,25065,38828,61217,18504,24323,3296,6330,13828,7950,11883,7922,49532,47573,46537,46208,46148,46128,25073,26804,32156,25705,27016,93473,99183,74717,21411,32953,51157,71029,12894,14606,14023,13641,13275,13063,17491,5686,6796,3609,3642,3162
10409,10139,8797,12342,11907,26556,11571,106519,29637,56292,18256,35938,9926,9683,38181,35643,6047,731,4497,7647,8439,8303,2217,20683,19078,31122,25026,38185,61032,18491,24211,3296,6279,13877,7896,11762,7927,49536,47588,46505,46208,46148,46105,25018,26668,32202,25713,27083,93473,99183,74712,21388,32939,51217,71048,12894,14628,14032,13636,13280,13053,17469,5840,6828,3742,3679,3190
10395,10128,8802,12342,11880,26563,11569,106773,29625,56549,18263,35997,9931,9687,38181,35616,6030,731,4505,7652,8451,8319,2224,20401,18767,31101,25065,38272,61032,18517,24246,3266,6325,13761,7764,11703,7956,49629,47691,46705,46313,45981,46360,24972,26521,32303,25790,26995,93473,99183,74604,21430,32934,51269,71101,12904,14628,14037,13636,13275,13067,17522,5683,6865,3620,3646,3181
10384,10122,8799,12349,11831,26571,11570,106803,29539,56561,18229,35705,9923,9674,38236,35647,6039,738,4484,7678,8471,8332,2222,20119,18582,30928,24961,37720,60812,18848,24272,3266,6290,13765,7747,11703,7965,49513,47619,46584,46104,45944,46360,24954,26553,32292,25726,27083,93473,99394,74698,21402,33033,51231,71101,12913,14641,14050,13650,13289,13049,17522,5735,6895,3664,3668,3197
10399,10148,8796,12318,11831,26517,11523,106739,29713,56826,18144,35924,9919,9685,38209,35673,6069,740,4480,7668,8423,8349,2220,19781,18142,30291,25279,36950,61015,18505,24171,3289,6245,13724,7627,11765,8238,49469,47660,46568,46104,46019,46244,24940,26603,32315,25808,27104,93500,99366,74640,21393,32631,51278,71087,12894,14646,14050,13659,13298,13067,17522,5747,6902,3680,3692,3206
10408,10133,8785,12313,11986,26558,11503,106786,29728,56960,18235,35960,9938,9687,38209,35686,6034,730,4422,7643,8435,8356,2220,19815,18159,29957,25168,36414,61092,18500,24125,3352,6273,13688,7465,11670,8426,49478,47639,46611,46104,45944,46430,24991,26500,32303,25804,27151,93607,99197,74575,21356,33070,51236,71106,12908,14650,14069,13659,13298,13072,17531,5752,6901,3646,3664,3194
10411,10156,8800,12338,11947,26532,11546,106751,29771,57138,18442,36005,9943,9670,38340,35784,6069,726,4468,7620,8405,8354,2220,20388,18574,30500,25263,35168,61161,18556,24280,3296,6325,13776,7572,11657,8618,49536,47711,46679,46313,46204,46570,24954,26589,32348,25676,27104,93687,99314,74565,21374,33112,51353,71163,12927,14673,14087,13655,13284,13086,17527,5732,6876,3622,3666,3173
10412,10157,8805,12291,11853,26541,11542,106760,30068,57205,18642,35969,9965,9675,38322,35794,6086,739,4472,7607,8370,8329,2221,20294,18440,30547,25282,34271,61049,18565,24315,3300,6237,13821,7409,11739,8715,49576,47763,46737,46313,46241,46570,25037,26615,32337,25735,27125,93673,99414,74547,21341,33042,51292,71010,12908,14673,14046,13641,13275,13086,17536,5732,6834,3628,3666,3173
10397,10145,8794,12290,11815,26572,11504,107045,30133,57058,18552,36019,9923,9685,38193,35653,6092,741,4509,7626,8387,8340,2221,20244,18927,30409,25627,33577,61109,18653,24319,3285,6194,13772,7418,11636,8991,49549,47680,46684,46146,46019,46453,25014,26686,32326,25808,27224,93593,99451,74575,21346,33019,51227,70471,12927,14664,14078,13659,13289,13072,17513,5752,6901,3646,3664,3188
10387,10126,8788,12277,11822,26590,11510,107083,30150,57243,18504,36033,9930,9690,38193,35660,6051,741,4476,7621,8364,8319,2222,20000,18944,30444,25506,33025,61058,18664,24328,3272,6177,13806,7349,11659,9038,49558,46412,46689,46146,46019,46453,25064,26689,31882,25695,27214,93580,97930,74612,21350,33005,51231,70486,12950,14614,14073,13656,13294,13118,17429,5718,6856,3655,3646,3175
10377,10123,8773,12266,11573,26564,11496,107145,30499,57363,18481,35969,9914,9687,38184,35674,6047,740,4473,7609,8373,8305,2221,20235,19466,30484,25693,32465,61204,18621,24328,3298,6196,13847,7276,11627,9041,49571,47041,46721,46146,46019,46453,25050,26737,31860,25704,27182,93673,99451,74593,21360,33154,51231,71154,12904,14563,14083,13655,13289,13049,17541,5703,6899,3641,3662,3180
10412,10103,8786,12264,11547,26606,11512,107842,30693,57504,18351,35941,9930,9687,38147,35681,6036,735,4448,7595,8429,8366,2221,20940,21381,30933,26487,31513,60963,18647,24397,3285,6159,13759,7336,11633,9430,49576,47062,46729,46104,46019,46453,25083,26745,31790,25740,27177,93620,99563,74565,21374,33229,51301,71178,12894,14655,14060,13641,13275,13035,17509,5703,6884,3635,3664,3168
10424,10105,8779,12298,11575,26606,11550,108014,30822,57650,18376,35993,9930,9683,38181,35736,6068,747,4437,7577,8468,8376,2224,22280,22797,33319,27331,30439,60989,18681,24297,3322,6233,13898,7321,11706,9652,49522,47052,46695,46167,46019,46430,24963,26463,32315,25545,27240,93567,99333,74524,21411,33164,51395,71144,12927,14664,14096,13650,13261,13017,17513,5717,6894,3641,3696,3180
10457,10090,8779,12289,11542,26568,11534,107646,31342,58040,18373,36143,9927,9666,38298,35753,6078,726,4478,7611,8479,8392,2225,23228,24181,34973,27816,29723,60714,18686,24296,3349,6242,13850,7344,11739,9822,49550,46394,46750,46313,45981,46453,24934,26424,32326,25466,27215,93215,99348,74822,21379,33231,51488,71069,12953,14707,14085,13617,13264,13064,17491,5664,6806,3581,3664,3186
10463,10114,8790,12250,11768,26575,11482,108962,32124,58414,18433,35856,9859,9643,38113,35633,6108,742,4488,7637,8428,8395,2223,24951,25198,36615,28332,28077,61325,19053,24150,3603,6320,13928,7248,11735,9872,49500,46367,46473,45739,45538,46321,25024,26522,32570,25691,27348,93493,98812,73933,21361,33216,51175,71059,12906,14659,14057,13650,13264,13112,17404,5685,6833,3673,3656,3160
10418,10155,8790,12262,11579,26718,11495,110076,32930,58880,18670,36646,9920,9646,38305,35644,6123,746,4533,7659,8462,8403,2227,24791,25135,36579,28944,28273,61231,18640,24294,3634,6455,14172,7374,11879,10210,49277,46071,46300,45000,44875,45987,25157,26551,32667,25598,27565,93921,99043,74245,21434,33173,50941,70811,12800,14424,13900,13539,13105,12973,17578,5625,7007,3761,3820,3231
10445,10179,8791,12269,11703,26735,11534,112576,33856,60186,18694,36633,9944,9633,38451,35790,6150,741,4534,7644,8462,8392,2226,25968,26333,38319,29500,28289,60932,18718,24361,3329,6706,14301,7434,12018,10397,49481,46177,46407,45238,45125,46163,25310,26544,32810,25631,27489,93993,99710,74253,21399,33182,51033,70885,12703,14450,13876,13503,13109,12974,17587,5595,6932,3732,3811,3216
10483,10153,8782,12282,11616,26752,11545,112699,34048,60505,18697,36979,9932,9647,38332,35857,6088,789,4640,7663,8528,8447,2225,25154,25218,37436,29271,27362,61191,18707,24207,3461,6734,14367,7463,11915,10505,49435,45976,46297,44667,44722,46500,25301,26475,32575,25667,27805,92703,98891,75431,21394,32626,50615,70298,12831,14297,13787,13492,13152,12994,17600,5636,6943,3711,3851,3292
10491,10151,8774,12287,11598,26767,11544,111418,34063,60086,18700,36468,9939,9656,38327,35864,6087,792,4655,7656,8512,8436,2229,25138,25395,37616,29063,27326,61884,18805,24247,3445,6979,14389,7463,11974,10505,49430,45988,46313,44667,44722,46500,25298,26431,32568,25727,27833,94246,99125,75392,21395,32631,50665,70329,12811,14299,13767,13492,13150,12994,17626,5616,6942,3707,3851,3281
10473,10132,8792,12277,11558,26758,11525,111359,34017,60505,18612,36954,9955,9660,38363,35794,6117,785,4596,7675,8533,8358,2228,25565,25548,37723,29275,27865,62007,18794,24279,3400,6779,14419,7502,12069,10446,49340,46084,46339,44875,44895,46300,25453,26302,32863,25628,27685,94343,99348,74421,21456,32874,50779,70505,12778,14329,13763,13513,13129,12974,17633,5641,6977,3735,3820,3234
10455,10159,8803,12271,11525,26741,11529,111088,33881,60210,18599,36882,9951,9654,38376,35794,6121,780,4600,7663,8532,8339,2226,25690,25553,37480,29009,27316,61871,18801,24218,3401,6725,14431,7543,12186,10208,49340,50028,46385,44875,44895,46412,25500,26326,32838,25586,27845,94486,99348,74372,21456,32905,50832,70500,12773,14322,13763,13492,13129,12974,17606,5641,6977,3728,3820,3234
10469,10177,8801,12268,11642,26737,11534,109719,34133,60565,18623,36872,9977,9655,38505,35889,6087,765,4576,7636,8549,8369,2225,25855,25317,36120,29018,27597,62060,18796,24218,3707,6856,14509,7441,12288,10183,49410,46193,46471,45250,45158,46414,25510,26215,32800,25565,27786,94779,99353,74479,21477,32984,50855,70446,12789,14353,13799,13509,13134,13014,17601,5644,6938,3733,3821,3221
10455,10173,8809,12258,11673,26754,11517,110497,34236,66204,18516,36737,9965,10636,38382,35765,6132,762,4592,7649,8488,8380,2233,24446,24288,33490,29037,27590,61592,18717,24231,3375,6667,14431,7376,12318,10060,49267,46078,46350,44632,44591,45961,25687,26602,33122,25769,28076,94357,99362,74155,21452,33107,51000,70742,12785,14409,13870,13493,13120,13000,17569,5647,6988,3728,3820,3234
10442,10195,8819,12251,11679,26751,11485,109989,33847,60431,18565,36711,9976,9678,38392,35779,6082,750,4544,7653,8447,8389,2230,24059,23383,32714,29368,27709,61279,18665,24325,3362,6638,14404,7271,12342,9902,49275,46013,46356,44632,44591,45961,25747,26741,33203,25754,28085,94288,96769,74255,21418,33080,50947,70621,12766,14379,13844,13508,14286,13005,17515,5549,6931,3672,3803,3227
10440,10161,8809,12233,11696,26708,11493,110735,33879,60538,18544,36700,9967,9666,38370,35827,6130,755,4566,7647,8476,8397,2233,23603,22659,32248,29401,27369,61689,18706,24210,3358,6656,14403,7177,12254,9805,49293,46067,46346,44750,44739,46000,25624,26606,32821,25690,27841,94324,99414,75005,21473,33141,51000,70859,12787,14400,13861,13507,13109,13005,17568,5646,6988,3736,3822,3231
10440,10109,8799,12246,11838,26577,11484,109078,32609,59712,18430,35922,9928,9677,38190,35759,6048,747,5149,7599,8449,8391,2222,21400,21173,30004,28997,26769,61410,18750,24259,3327,6456,14243,6706,11718,9257,49491,46271,46532,45891,45750,46286,25288,26882,32460,25436,27532,103836,99420,74576,21362,33238,51252,71299,12911,14649,14051,13638,13252,13094,17509,5715,6954,3635,3680,3198
10450,10129,8790,12252,11893,26569,11501,108772,31986,58931,18336,35911,9925,9675,38199,35828,6026,745,4622,7606,8425,8411,2222,20971,20752,29294,29139,25942,61316,18686,24217,3336,6462,14245,6608,11592,9058,49486,46321,46609,45795,45660,46256,25552,26804,32524,25675,27565,93451,98881,74684,21422,33214,51311,71125,12943,14666,14043,13631,13300,13090,17495,5763,6958,3627,3663,3191
10451,10097,8796,12251,11776,26618,11472,108497,31407,59495,18292,35925,9920,9666,38215,35735,6008,749,4566,7599,8489,8449,2223,20305,19884,28778,29527,25309,61413,18650,24208,3327,6351,14188,6565,11564,9004,49500,46220,46728,45795,45700,46256,25524,26663,32482,25604,27570,93125,99382,74572,21394,33197,51250,71213,12925,14674,14066,13616,13307,13090,17505,5724,6945,3637,3670,3201
